,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua & Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Brazil,Brunei Darussalem,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Columbia,Comoros,Congo,Congo- Democratic Republic of,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatamala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See (Vatican City),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea- North,Korea- South,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Phillipines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,St. Kitts & Nevis,St. Lucia,St. Vincent & The Grenadines,Samoa,San Marino,Sao Tome & Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Netherlands,184,184,184,0,0,184,184,184,184,184,0,0,184,184,0,184,184,0,0,0,184,184,0,184,0,184,0,0,0,0,184,184,0,0,0,184,220,71,0,0,59,184,0,73,184,69,119,184,0,0,61,58,181,45,0,23,45,41,0,184,184,0,31,53,184,68,130,0,59,0,0,0,0,184,55,108,0,184,120,98,73,184,106,208,0,184,65,60,61,0,0,114,34,184,0,0,51,73,0,0,184,0,55,184,49,0,0,116,0,0,184,0,0,0,96,0,0,0,0,0,100,0,0,0,0,0,184,42,0,103,99,64,99,0,184,0,0,75,101,133,124,184,117,198,28,184,0,0,0,0,0,127,69,80,0,0,68,66,58,0,0,147,0,184,63,67,14,0,119,142,59,44,0,50,113,0,0,0,0,62,128,0,0,35,121,184,184,184,56,0,0,184,88,50,0,0
New Zealand,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,40,0,40,0,0,0,0,0,0,40,0,0,0,40,40,40,0,0,40,40,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,40,40,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,40,0,0,0,0,0,40,40,0,0,0,0,88,0,0,0
Nicaragua,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,82,0,71,0,0,0,0,0,0,0,0,0,0,0,0,61,58,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,55,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,75,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,78,0,78,0,78,78,0,0,0,0,0,0,78,0,78,0,0,0,0,78,0,78,78,0,0,0,78,78,78,0,0,0,78,0,0,78,78,0,78,0,78,0,78,0,0,0,0,0,78,0,78,0,0,78,0,78,78,78,78,0,78,78,78,0,0,0,0,0,0,78,0,78,0,78,78,0,0,78,78,78,26,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,100,0,38,0,0,78,0,0,0,0,99,0,99,0,0,0,0,0,101,133,124,0,117,198,28,0,0,0,0,0,78,127,69,80,0,25,0,66,0,0,0,147,0,78,0,0,0,0,119,142,0,0,0,50,0,0,30,0,28,0,0,0,0,35,121,0,78,78,0,0,0,78,0,0,0,0
Norway,101,0,101,0,0,0,101,0,0,101,0,0,0,0,0,0,101,0,0,0,0,101,0,101,0,101,0,0,0,0,0,101,0,0,0,101,101,101,0,0,0,101,0,101,101,101,101,101,0,0,0,0,101,0,0,0,101,0,0,101,101,0,0,0,101,0,101,0,101,0,0,0,0,0,0,101,101,101,101,101,101,101,101,101,0,101,0,101,0,0,0,101,101,0,0,0,101,0,0,0,0,0,101,0,101,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,101,0,0,0,0,101,0,0,0,0,0,0,101,0,0,0,0,0,101,101,101,0,101,101,0,0,0,0,0,0,0,101,0,101,0,0,0,101,0,0,0,101,101,101,101,101,0,0,101,101,0,0,0,0,101,0,0,0,0,101,101,0,0,0,101,101,101,101,0,0,0,101,88,0,0,0
Oman,49,0,49,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,49,0,0,0,0,0,0,0,49,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,49,0,0,49,0,49,49,0,0,0,0,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49,0,0,0,0,0,0,49,0,0,0,0,0,49,0,0,49,0,49,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,49,49,0,0,49,49,0,0,0,0,49,0,0,0,49,0,0,0,0,49,49,0,0,0,0,49,49,49,0,0,0,0,0,50,0,0
Pakistan,88,0,0,0,0,0,88,0,88,88,88,0,88,88,0,0,88,0,0,0,0,88,0,88,88,88,0,88,0,0,0,88,0,0,0,0,88,0,0,0,0,0,0,0,0,0,88,88,0,0,0,0,88,0,0,0,0,0,0,88,88,0,0,0,88,0,88,0,0,0,0,0,0,0,0,88,0,88,88,0,88,0,0,88,0,88,65,60,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,116,25,0,0,0,0,29,0,0,0,0,0,0,100,0,0,0,30,88,0,0,0,0,99,64,0,0,0,0,0,0,101,133,124,88,117,198,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,21,147,0,88,63,0,0,0,119,142,0,0,0,0,113,0,0,0,0,0,128,0,0,0,121,88,88,88,0,37,0,0,0,0,0,0
Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,76,0,0,76,0,0,0,0,0,0,0,76,0,0,0,76,0,71,0,0,0,76,0,0,76,0,0,0,0,0,61,58,181,45,0,0,0,0,0,0,76,0,0,0,76,0,0,0,59,0,0,0,30,76,55,0,0,184,0,0,0,0,106,208,26,76,0,0,0,0,0,114,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,76,0,42,0,0,0,0,0,0,0,0,39,75,0,133,0,0,0,198,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,44,0,0,0,0,0,0,28,0,0,0,0,0,0,0,76,76,56,0,0,76,88,0,0,0
Papua New Guinea,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,24,0,0,0,0,0,0,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,152,0,0,0,0,0,0,0,0,0,0,0,82,0,71,0,0,0,25,0,0,25,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,208,0,25,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,142,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,56,0,0,25,0,0,0,0
Peru,0,0,72,0,0,0,72,0,0,72,0,0,0,0,0,0,72,0,0,0,72,0,0,72,0,0,0,0,0,0,0,72,0,0,0,72,72,72,0,0,0,72,0,0,72,0,72,0,0,0,72,72,72,72,0,0,0,0,0,72,72,0,0,0,72,0,72,0,72,0,0,0,0,72,72,72,0,72,72,0,0,0,72,72,0,72,0,0,0,0,35,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,96,0,0,0,0,0,100,0,0,0,0,72,0,42,0,0,0,0,0,0,72,0,39,0,0,133,124,0,117,198,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,147,0,72,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,72,72,56,0,0,72,0,0,0,0
Phillipines,0,0,0,0,0,0,92,0,92,92,0,0,92,92,0,0,92,0,0,0,0,0,0,92,92,0,0,92,0,92,0,92,0,0,0,92,92,92,0,0,0,0,0,0,92,0,92,0,92,0,0,0,92,0,0,0,0,0,0,92,92,0,0,0,92,0,0,0,0,0,0,0,0,92,0,0,0,92,120,98,0,0,106,208,0,92,0,0,0,0,0,114,0,92,0,30,0,0,0,0,92,0,0,0,0,0,0,116,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,92,92,0,0,103,99,64,99,92,92,16,0,0,0,0,0,92,117,198,0,0,0,0,0,0,0,127,0,0,0,0,68,0,0,0,0,147,0,92,63,0,0,0,0,142,0,44,0,0,113,0,0,0,0,0,128,0,0,0,0,92,92,92,0,0,0,92,88,0,0,0
Poland,136,136,136,0,136,0,136,136,136,136,136,0,0,0,0,136,136,0,0,0,0,136,0,136,0,136,0,0,0,136,0,136,0,0,0,136,136,136,0,0,136,136,0,136,136,136,136,136,0,0,0,136,136,0,0,0,136,0,0,136,136,0,0,136,136,0,136,0,0,0,0,0,0,136,0,136,0,136,136,136,136,136,136,136,0,136,0,136,0,0,136,136,0,136,0,136,136,136,0,0,136,0,136,136,136,0,0,136,0,0,0,0,0,0,136,0,136,0,136,136,136,0,0,0,0,136,136,0,0,136,136,0,136,0,0,0,0,136,0,0,136,136,136,198,0,0,0,0,0,0,0,127,0,80,0,0,0,66,58,0,0,147,0,136,63,0,0,0,119,142,59,0,0,0,113,0,0,0,0,62,128,0,0,0,121,0,136,136,56,37,0,136,88,50,0,0
Portugal,0,0,120,120,120,0,120,0,120,120,0,0,0,0,0,0,120,0,120,0,0,0,0,120,0,120,0,0,0,0,120,120,120,0,0,120,120,120,0,120,120,0,120,120,120,120,120,120,0,0,120,0,120,0,0,0,120,0,0,120,120,120,0,0,120,120,120,0,0,0,120,0,0,120,0,120,0,120,120,120,120,120,120,120,0,120,0,0,0,0,0,120,0,0,0,0,120,0,0,0,120,0,120,120,0,0,0,0,0,120,0,0,0,0,120,0,0,120,0,0,120,120,120,0,0,120,0,0,0,120,0,0,120,0,120,0,120,120,0,120,0,0,120,120,0,0,0,0,0,0,120,120,120,120,0,0,0,120,120,0,0,120,0,120,0,0,0,0,120,120,0,0,0,0,120,120,120,0,0,120,120,0,0,0,121,0,120,120,56,0,0,120,0,0,0,0
Qatar,134,134,134,0,0,0,0,0,134,134,134,0,134,134,0,0,134,0,134,0,0,134,0,134,134,134,0,0,0,0,0,134,0,0,134,0,134,0,0,0,0,134,0,0,134,134,0,134,134,0,134,0,134,134,0,134,0,0,0,0,134,0,134,0,134,0,134,0,0,0,0,0,0,0,0,134,0,184,120,98,73,0,0,208,0,134,65,60,61,0,0,114,0,134,0,0,0,73,0,0,134,0,0,0,49,0,0,116,25,0,0,0,27,0,0,0,0,0,0,0,100,0,0,0,30,134,0,0,0,103,99,64,99,0,0,0,0,75,101,133,0,0,117,198,0,0,0,0,0,0,0,127,69,0,14,0,68,0,0,0,21,147,0,134,63,67,0,22,119,142,59,0,0,50,113,0,0,0,0,62,128,0,0,35,0,134,134,134,56,0,0,134,88,50,0,0
Romania,0,104,104,0,0,0,104,104,0,104,104,0,0,0,0,104,104,0,0,0,0,104,0,104,0,104,0,0,0,0,0,104,0,0,0,104,104,0,0,104,104,0,0,104,104,0,104,104,0,0,0,0,104,0,0,0,0,0,0,104,104,0,0,104,104,0,104,0,0,0,0,0,0,104,0,104,0,104,104,104,104,104,104,104,0,104,65,60,0,0,35,114,0,0,0,0,0,73,0,0,104,0,55,0,49,0,0,116,0,0,0,0,0,0,96,0,29,0,0,0,100,0,0,0,0,104,0,0,0,103,99,0,99,0,0,0,0,75,101,133,124,104,0,198,0,0,0,0,0,104,0,127,0,80,0,0,0,66,58,0,0,0,0,104,0,67,0,0,119,142,59,0,0,0,113,0,0,0,0,62,128,0,0,0,121,104,104,104,56,0,0,104,88,50,0,0
Russia,199,199,0,0,199,0,199,199,199,199,199,0,199,199,0,199,199,0,199,0,199,199,0,199,199,199,0,199,0,199,0,199,0,0,199,199,199,199,0,199,0,199,199,199,199,199,199,199,0,0,199,199,199,0,199,199,199,199,0,199,199,199,0,199,199,199,199,0,199,199,199,0,0,0,0,199,199,199,199,199,199,199,199,199,0,199,65,60,61,0,35,114,0,199,22,30,51,73,0,0,0,0,55,199,49,27,0,116,25,32,199,0,27,29,96,0,29,0,30,33,100,40,38,0,30,199,199,42,0,0,99,64,99,0,0,0,0,75,101,133,124,199,117,0,0,0,0,0,0,0,0,127,0,80,14,25,68,66,58,0,21,147,0,199,63,67,0,0,119,142,0,0,0,50,113,0,0,0,0,62,128,0,0,35,121,199,199,199,56,37,0,199,88,50,27,36
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,220,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,142,0,0,0,50,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
St. Kitts & Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Lucia,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,16,16,0,0,0,16,0,0,0,0
St. Vincent & The Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome & Principe,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,152,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,59,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,108,108,0,0,0,0,108,0,108,108,108,0,108,108,0,0,108,0,0,0,0,108,0,108,108,0,108,0,0,0,0,108,0,0,0,0,108,0,108,0,0,0,108,0,0,0,108,108,108,0,0,0,108,0,0,0,0,108,0,108,108,0,108,0,108,0,108,0,0,0,0,0,0,0,0,108,0,108,108,108,108,108,0,108,0,108,108,108,108,0,0,0,108,108,0,0,0,108,0,0,0,0,0,0,0,0,0,108,108,108,108,0,0,0,108,0,0,0,0,0,108,0,0,0,108,108,108,0,108,108,0,108,108,0,0,0,0,0,108,108,108,108,108,108,0,0,0,0,0,0,0,0,108,0,0,108,108,0,0,0,108,108,0,108,108,108,0,0,108,108,108,0,0,108,113,0,0,0,0,62,128,0,0,35,121,108,108,108,56,37,0,108,0,50,0,0
Senegal,0,0,78,0,78,0,78,0,0,78,0,0,0,0,0,0,78,0,78,0,0,0,0,78,0,0,78,0,0,0,78,78,78,78,0,0,78,0,0,78,78,0,78,0,78,0,0,0,0,0,0,0,78,0,0,0,0,78,0,0,78,78,78,0,78,78,0,0,0,78,78,0,0,78,0,0,0,78,78,78,0,0,78,78,0,78,0,0,0,0,0,78,0,78,0,0,0,78,0,78,78,0,0,78,0,78,0,78,0,78,0,0,78,0,0,0,0,0,0,0,78,0,0,0,0,78,0,0,0,103,0,0,99,0,0,0,0,0,0,133,124,78,117,198,28,0,0,0,0,0,0,127,0,0,0,25,0,0,0,0,0,147,0,78,0,67,0,0,0,142,59,0,0,0,113,0,0,0,0,62,128,0,0,0,0,0,78,78,0,0,0,0,0,0,0,0
Serbia,0,87,87,0,87,0,87,0,87,87,0,0,0,0,0,87,87,0,0,0,0,87,0,87,0,87,0,87,0,0,0,87,0,0,0,0,87,0,0,0,87,0,0,87,87,87,0,87,0,0,0,0,87,0,0,0,0,0,0,87,87,0,0,0,87,87,87,0,0,87,0,0,0,87,0,87,0,87,87,87,87,87,87,87,0,87,0,0,0,0,0,87,0,87,0,0,0,87,0,0,87,0,0,0,87,0,0,87,0,0,0,0,0,0,87,0,0,0,0,87,87,0,0,0,0,87,0,0,0,0,87,0,87,0,0,0,0,0,0,87,0,0,87,87,0,0,0,0,0,87,0,0,0,0,0,0,0,87,87,0,0,0,0,87,0,0,0,0,87,87,87,0,0,0,0,0,0,0,0,87,87,0,0,0,121,0,87,87,0,0,0,0,0,0,0,36
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,18,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,116,0,0,0,116,116,0,0,0,116,0,0,116,0,0,0,0,0,0,116,116,0,0,116,0,116,0,116,0,0,0,116,116,0,0,0,0,116,0,0,0,0,0,116,0,0,0,116,116,0,0,0,0,0,0,116,116,0,0,0,116,0,116,0,0,0,0,0,0,116,0,116,0,116,120,0,0,116,106,208,0,116,0,60,0,0,35,114,0,116,0,30,0,0,0,0,0,0,0,0,0,0,0,116,25,0,0,0,0,0,96,0,0,0,30,0,0,0,0,0,30,116,116,0,0,103,99,0,99,0,116,0,0,75,101,133,124,116,117,198,28,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,147,0,116,63,0,0,0,119,142,0,44,0,0,113,10,0,0,0,0,128,0,0,0,121,116,116,116,0,37,0,116,88,0,0,0
